Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	Alpha	BacktrackIters	Entropy	KL	TotalEnvInteracts	Time
130	18.511501	3.2606347	24.472126	9.040857	251.63333	67.35453	395.0	105.0	1000.0	919597.0	0.2339941475826972	1.8703566	0.53356236	3.061432	-0.8724979	27.062187	12.93457	82.21947	-1.0038062	-3.8146974e-09	-0.007281586	-1.6276042e-08	-0.004280208	0.23283297	-0.12480635	127.836784	-72.739716	0	0	2.672851	0.0	0.8884859	0.009644139	3930000	14077.03163766861
131	18.763334	2.3430936	22.651001	11.72988	238.03334	68.87306	399.0	116.0	1000.0	926738.0	0.23402474747474747	1.9424961	0.53649515	3.3603666	-0.22529598	25.020872	11.62453	81.198586	-5.48332	2.0345052e-09	-0.008232328	7.324219e-08	-0.00087756343	0.1864375	-0.09514019	119.9836	-66.0049	0	0	2.3537722	0.0	0.8810539	0.009767277	3960000	14184.391726732254
132	17.971773	2.5999014	22.135704	11.72857	198.23334	92.314926	447.0	14.0	1000.0	932685.0	0.23375563909774436	1.8786405	0.54553187	3.885768	-0.33330294	23.00747	12.648648	85.1051	-5.0441613	-3.0517577e-09	-0.00880215	0.0	0.011153874	0.18224329	-0.09397322	131.53926	-80.5792	0	0	2.4545777	0.0	0.87023807	0.009790971	3990000	14291.667999267578
133	18.845484	3.159606	26.23719	11.784889	240.46666	81.034454	370.0	42.0	1000.0	939899.0	0.23380572139303482	1.9051961	0.51585335	3.188831	-0.2758173	21.968575	12.23592	72.12788	-7.9995103	1.0172526e-09	-0.008109362	-2.4414062e-08	0.0026134523	0.2194235	-0.114802815	135.84474	-76.87966	0	0	2.4755192	0.0	0.8691119	0.009808768	4020000	14399.370870828629
134	18.586498	3.027159	25.559183	13.712011	228.06667	67.28295	368.0	121.0	1000.0	946741.0	0.2337632098765432	1.9139793	0.58084965	3.4164941	-0.5535494	24.397871	12.640474	79.94901	-6.4348907	2.1362304e-08	-0.009420491	-4.8828124e-08	-0.0024518697	0.20566742	-0.119074665	108.467865	-57.411015	0	0	2.1296315	0.0	0.86332077	0.009802437	4050000	14507.171473503113
135	19.119127	3.121051	24.22598	12.116452	225.76666	96.89674	540.0	69.0	1000.0	953514.0	0.23370441176470588	1.9098289	0.5382567	3.3224888	-0.8628746	23.32608	11.2755785	79.43849	-5.044903	2.8483074e-08	-0.006682023	1.2207032e-07	0.0054466226	0.21280725	-0.11405607	133.03941	-73.403336	0	0	3.0868647	0.0	0.858757	0.009986198	4080000	14614.859247684479
136	17.915703	3.6712592	24.119904	6.5587587	209.13333	78.96317	449.0	64.0	1000.0	959788.0	0.2335250608272506	1.9238921	0.58579016	3.7863111	-0.7975933	22.361885	12.088925	79.049286	-4.4103203	-2.0345052e-09	-0.0074756937	-1.180013e-07	-0.004855302	0.28298214	-0.1666674	120.22192	-68.74193	0	0	2.692791	0.0	0.8548869	0.00980949	4110000	14722.151339292526
137	18.33317	2.9235072	28.013376	12.388497	212.0	67.16249	363.0	75.0	1000.0	966148.0	0.23336908212560387	1.8815029	0.55900615	3.482417	-0.72890276	21.91471	12.8337965	87.617874	-8.106244	1.6276042e-08	-0.0077468385	4.8828124e-08	-0.009575773	0.18554547	-0.097527474	121.34827	-65.76866	0	0	2.629673	0.0	0.8604799	0.009850494	4140000	14829.699009180069
138	19.921839	2.18834	23.577915	16.067163	201.33333	74.95613	372.0	55.0	1000.0	972188.0	0.23313860911270984	1.953929	0.5190487	3.3396277	-1.0419633	21.006817	11.861169	69.514175	-5.2414045	-5.086263e-09	-0.008312713	1.3834635e-07	0.003658496	0.21600193	-0.12119399	108.5283	-60.163338	0	0	2.4312744	0.0	0.8638068	0.009882152	4170000	14937.074271202087
139	18.712307	2.8637938	24.233717	11.271471	219.73334	59.263218	371.0	88.0	1000.0	978780.0	0.23304285714285713	2.0053778	0.53421223	3.4329033	-0.4871829	21.766216	11.311315	76.57675	-1.9831575	0.0	-0.007399591	0.0	-0.0050032632	0.17967868	-0.09309951	118.80081	-66.46643	0	0	2.7702503	0.0	0.85529375	0.0098992735	4200000	15044.374620199203
140	18.362675	3.905877	26.971586	9.1237545	235.5	85.27397	417.0	33.0	1000.0	985845.0	0.23306028368794326	1.913355	0.5495159	3.177977	-0.2795383	23.528765	12.275487	84.0751	-2.8215744	4.0690105e-09	-0.0077044955	-9.765625e-08	-0.010217228	0.24011783	-0.12567315	143.47723	-73.00276	0	0	2.5827358	0.0	0.86215234	0.009583769	4230000	15152.1254966259
141	18.445927	3.0073826	23.685822	6.629528	214.06667	67.04572	391.0	88.0	1000.0	992267.0	0.23292652582159623	1.9358882	0.59275293	3.9113405	-0.23298313	23.378078	13.072679	85.36772	-3.7787175	3.0517577e-09	-0.0074728774	0.0	0.00051451824	0.20258626	-0.11207804	117.31658	-64.68552	0	0	2.698717	0.0	0.8498406	0.009911902	4260000	15259.679786920547
142	18.49186	2.9497993	25.817028	13.916662	230.23334	69.93363	395.0	61.0	1000.0	999174.0	0.23290769230769232	1.8983729	0.5323221	3.178981	-0.70818853	22.373415	12.459485	76.42494	-3.7172573	-2.0345052e-09	-0.008067161	-1.6276042e-08	0.008052132	0.20650202	-0.10534268	129.89346	-68.46802	0	0	2.498535	0.0	0.85082436	0.009883382	4290000	15367.217512845993
143	19.554691	2.3157175	23.9631	13.888104	221.96666	77.035706	413.0	95.0	1000.0	1005833.0	0.23283171296296296	1.9169043	0.51864815	3.6585221	-0.21290326	23.429037	12.229594	79.81201	-3.279997	-1.0172526e-08	-0.007496927	-1.6276041e-07	0.0018472249	0.22346286	-0.12380316	117.54929	-64.91321	0	0	2.6487741	0.0	0.84967595	0.0099496385	4320000	15474.691436290741
144	19.179556	2.535793	25.305435	14.874125	228.0	76.20193	354.0	43.0	1000.0	1012673.0	0.2327983908045977	1.9870836	0.5289924	3.7985892	-0.42813867	22.64459	12.366807	82.71139	-8.114877	-5.5948894e-09	-0.007242929	-3.2552084e-08	0.009177336	0.18714362	-0.09942088	119.8664	-66.43933	0	0	2.868829	0.0	0.8484696	0.009911981	4350000	15582.086240768433
145	18.605537	3.0504937	24.089169	12.049202	205.53334	67.281364	301.0	59.0	1000.0	1018839.0	0.23261164383561644	1.9163672	0.5515884	3.1714828	-0.92276645	21.93572	11.99441	71.45932	-2.4473958	-5.086263e-10	-0.0077074287	-4.0690104e-08	0.0054631755	0.20353852	-0.10964259	111.56015	-57.295082	0	0	2.488168	0.0	0.85303855	0.009938259	4380000	15689.319892168045
146	17.92066	2.3059325	22.711344	14.425324	223.4	57.47788	359.0	116.0	1000.0	1025541.0	0.23254897959183674	1.9159471	0.5471955	3.3710349	-0.722586	22.708908	11.821144	78.09942	-0.991821	-1.0172526e-08	-0.0074961088	0.0	0.009045834	0.18620446	-0.10237117	108.27267	-54.860474	0	0	2.6169436	0.0	0.8527991	0.009754559	4410000	15796.947503089905
147	19.256817	2.3396747	23.877127	14.358601	232.43333	68.11201	370.0	111.0	1000.0	1032514.0	0.2325481981981982	1.9273299	0.5214731	3.400797	-0.50104386	23.24161	11.826862	71.59315	-1.3072909	4.0690105e-09	-0.007731531	-5.6966147e-08	-0.008313566	0.22923818	-0.122039124	118.44219	-64.34726	0	0	2.5759916	0.0	0.8556397	0.009925128	4440000	15904.52137708664
148	18.353418	3.866723	25.955048	7.2982454	233.4	85.84311	491.0	125.0	1000.0	1039516.0	0.2325539149888143	1.9180481	0.54216987	3.844568	-0.9612641	23.043888	12.305966	80.38193	-2.0834012	-1.1698405e-08	-0.006841426	-6.510417e-08	0.008798787	0.23507853	-0.12408463	141.39017	-76.49214	0	0	2.8948226	0.0	0.85532796	0.009881445	4470000	16012.042006254196
149	17.41784	2.6162105	22.250542	12.207748	232.13333	71.39922	392.0	73.0	1000.0	1046480.0	0.2325511111111111	1.9105054	0.58849233	3.9066288	-0.47802672	23.574078	13.158505	80.98125	-2.7343097	-9.6639e-09	-0.007325878	-3.4586588e-08	-0.0016691203	0.2541291	-0.13422617	119.84748	-68.25066	0	0	2.80729	0.0	0.8536192	0.009908388	4500000	16119.737253427505
150	19.149702	2.2904308	24.813473	14.714406	237.46666	69.55944	368.0	134.0	1000.0	1053604.0	0.23258366445916115	1.8474025	0.5148707	3.2491693	-0.45318472	24.653858	12.4106655	74.73133	-1.4239852	-6.1035155e-09	-0.00829177	0.0	0.0040461994	0.21830384	-0.102645524	129.17538	-73.541	0	0	2.3778646	0.0	0.8578242	0.009887628	4530000	16227.467940330505
151	18.51716	2.3855503	23.872414	13.855869	207.86667	64.616684	342.0	105.0	1000.0	1059840.0	0.23242105263157894	1.9135344	0.547581	3.356217	-0.3676399	22.880833	11.997398	77.77872	-1.8341321	6.1035155e-09	-0.008903178	-3.2552084e-08	0.0051824544	0.19778372	-0.10710809	113.15252	-61.188244	0	0	2.174076	0.0	0.85735476	0.0096822	4560000	16334.838618278503
152	19.005129	2.969131	25.103912	12.121543	232.23334	68.231316	382.0	90.0	1000.0	1066807.0	0.232419825708061	1.9298043	0.5103613	3.298802	-0.40995207	22.821728	12.292949	75.82203	-5.8995094	1.8310548e-08	-0.0075425343	8.138021e-09	0.0057002483	0.21212679	-0.119213395	116.17882	-63.729126	0	0	2.6087613	0.0	0.85236907	0.009834776	4590000	16442.405547618866
153	19.187077	2.7161713	23.822567	13.546742	248.96666	72.702805	377.0	76.0	1000.0	1074276.0	0.23252727272727272	1.9885286	0.55035603	3.919651	-0.34318444	25.16534	11.691567	75.56806	-3.0961123	2.0345052e-09	-0.008439083	-8.138021e-08	-0.0034746418	0.2405176	-0.12904209	132.49405	-73.410355	0	0	2.415753	0.0	0.85112053	0.009839888	4620000	16549.992911338806
154	18.604914	2.59239	24.381498	13.2757	218.23334	56.297237	332.0	104.0	1000.0	1080823.0	0.23243505376344087	1.9295427	0.5658881	3.5103943	-0.14507464	23.696375	12.304906	87.213455	-4.067732	-3.0517577e-09	-0.007960032	8.138021e-09	-0.0038987142	0.20119442	-0.1053888	117.30072	-63.23662	0	0	2.549665	0.0	0.85898936	0.009933433	4650000	16657.622875213623
155	19.045713	3.295588	27.69495	11.382734	226.16667	72.53508	423.0	83.0	1000.0	1087608.0	0.23239487179487178	1.9723535	0.5143513	3.4626687	-0.13141587	23.584557	11.758842	76.90972	-5.221028	1.6276042e-08	-0.0076249777	6.510417e-08	-0.0074622724	0.19367225	-0.09786539	110.35988	-61.78395	0	0	2.570928	0.0	0.8607916	0.00987171	4680000	16765.122119665146
156	18.08672	3.133107	23.843113	11.795027	243.83333	77.01908	388.0	130.0	1000.0	1094923.0	0.23246772823779194	1.907564	0.56748545	3.2799757	-0.50953305	23.347673	12.280178	77.017166	-7.076078	7.1207684e-09	-0.008042008	2.0345052e-08	-0.011505843	0.20610286	-0.11135254	128.66975	-74.03284	0	0	2.452929	0.0	0.8567487	0.00979455	4710000	16872.778695821762
157	18.670462	3.5047295	24.644169	9.372888	213.53334	70.334785	373.0	90.0	1000.0	1101329.0	0.23234789029535866	1.912663	0.5639462	3.3703	-0.46963266	22.861914	12.941906	80.14058	-4.084048	7.1207684e-09	-0.0076448717	-8.138021e-09	-0.009794291	0.24072985	-0.13813266	128.88496	-73.99385	0	0	2.6181338	0.0	0.8484786	0.009737396	4740000	16979.8733856678
158	18.873299	2.7377584	25.001183	14.53505	215.2	79.2996	407.0	72.0	1000.0	1107785.0	0.23224004192872116	1.9681677	0.5610867	3.4275055	-0.57625455	22.315962	12.147007	78.929726	-3.7523582	9.155274e-09	-0.007782779	8.138021e-08	-0.00063325197	0.21227571	-0.122298405	120.05738	-68.51549	0	0	2.6057656	0.0	0.85037804	0.009790334	4770000	17087.1415579319
159	18.002815	3.0781338	24.954155	7.2189536	229.73334	79.46779	385.0	86.0	1000.0	1114677.0	0.232224375	1.9327161	0.5492151	3.6957622	-0.40230587	21.867985	12.9057455	81.43816	-11.650724	4.0690105e-09	-0.008100256	1.4648438e-07	-0.0113088945	0.23899668	-0.13899064	137.19908	-77.923065	0	0	2.4501705	0.0	0.85233825	0.009926008	4800000	17194.676549434662
160	18.332195	3.0329292	23.758104	10.774324	240.7	63.41038	358.0	100.0	1000.0	1121898.0	0.23227701863354036	1.8682951	0.5620918	3.5024238	-0.55066234	25.659145	13.260228	74.7867	0.24157584	1.6784668e-08	-0.007228192	7.324219e-08	-0.0034283611	0.20404048	-0.11796698	122.404175	-66.1508	0	0	2.7136679	0.0	0.8489895	0.0098947575	4830000	17302.413749217987
161	18.510988	3.0386133	22.615797	11.577276	239.73334	56.63446	430.0	143.0	1000.0	1129090.0	0.2323230452674897	1.8685495	0.5304435	3.4839559	-0.79372346	24.837803	12.949983	76.439285	-2.4817843	1.5258789e-09	-0.008290963	-1.6276042e-08	-0.0030365721	0.22869292	-0.12943903	117.59585	-66.54373	0	0	2.4173892	0.0	0.84684014	0.009868023	4860000	17410.01337647438
162	17.573587	3.1713912	23.092766	9.887021	239.4	76.03447	442.0	82.0	1000.0	1136272.0	0.23236646216768916	1.878575	0.56445074	3.73342	-0.5677349	24.845497	12.287752	81.39939	-2.8122978	-1.93278e-08	-0.0067317616	-1.6276042e-08	-0.0029755128	0.2547839	-0.14360517	125.89496	-68.74571	0	0	2.4074292	1.0	0.8453186	0.0064006634	4890000	17517.64734005928
163	19.213583	2.7438595	26.661497	14.766667	238.5	62.09388	343.0	84.0	1000.0	1143427.0	0.23240386178861788	1.868363	0.5353575	3.71718	-0.8201425	24.000408	12.940533	81.16601	-0.8036653	-1.4241537e-08	-0.0065062316	-5.2897136e-08	-0.00030254514	0.24297373	-0.14809081	127.54871	-72.74613	0	0	2.5894623	1.0	0.842822	0.006420566	4920000	17625.245018959045
164	18.00376	4.353062	26.087694	4.10355	250.3	78.27182	407.0	127.0	1000.0	1150936.0	0.23251232323232324	1.9306456	0.58824563	3.680987	-0.6889921	24.725012	12.2188015	78.44293	1.6294354	-1.3224284e-08	-0.007286294	6.9173176e-08	0.0047136717	0.28324673	-0.17123115	130.80048	-72.399284	0	0	2.687004	0.0	0.8492254	0.009933473	4950000	17732.992014169693
165	18.154034	2.722014	23.728615	11.780314	236.23334	82.11483	455.0	82.0	1000.0	1158023.0	0.2325347389558233	1.8915468	0.60924363	3.5860763	-1.2067103	25.023987	12.552639	75.66297	-0.8365097	-9.6639e-09	-0.00788666	7.324219e-08	-0.0039785947	0.22603747	-0.13078889	139.94597	-77.4086	0	0	2.5796623	0.0	0.8535355	0.009832368	4980000	17840.66918373108
166	18.598967	2.481667	22.194462	11.229932	267.56668	71.271164	449.0	77.0	1000.0	1166050.0	0.2327445109780439	1.8647861	0.5392384	3.1780453	-0.7871282	24.66377	13.087729	85.82072	-0.6488393	6.1035155e-09	-0.0080443965	5.2897136e-08	-0.003387337	0.1881548	-0.10627112	144.4188	-84.428345	0	0	2.5331354	0.0	0.85290724	0.00993078	5010000	17948.612388134003
167	18.360308	3.7085311	27.409687	4.9276805	229.7	69.52705	360.0	83.0	1000.0	1172941.0	0.23272638888888889	1.8899101	0.57503504	3.45615	-0.69495445	25.257996	13.304353	84.52826	0.25798944	-1.0172526e-08	-0.0077501526	-1.13932295e-07	0.0013889405	0.2298503	-0.1402235	115.30674	-63.83818	0	0	2.54591	0.0	0.85384715	0.0098327575	5040000	18056.155296325684
168	18.10218	2.9315672	25.552969	12.552577	247.36667	80.892715	436.0	116.0	1000.0	1180362.0	0.23281301775147928	1.9795803	0.58593965	3.3238034	-0.42762795	25.174103	13.119519	82.10831	-0.6827973	-1.0681152e-08	-0.0057321135	3.2552084e-08	-0.0045330687	0.21708515	-0.1386126	124.237976	-72.06938	0	0	2.8324547	1.0	0.8472689	0.0063959095	5070000	18163.71191239357
169	18.706915	2.5589397	23.130878	9.839284	215.9	65.07296	375.0	78.0	1000.0	1186839.0	0.2327135294117647	1.8668433	0.50423056	3.0982442	-0.47715852	23.558254	12.290366	78.38493	-0.69574356	-3.5603842e-09	-0.0068876487	-4.8828124e-08	-0.00912863	0.22123118	-0.13322136	113.403915	-59.26319	0	0	2.441685	1.0	0.84312546	0.006410084	5100000	18271.034739255905
170	18.65247	2.7516518	23.702951	12.872609	198.06667	74.15341	398.0	98.0	1000.0	1192781.0	0.23251091617933722	1.9201852	0.52845764	3.5543852	-0.6003552	21.552988	11.520939	82.38877	-5.8709083	2.0345052e-09	-0.007869112	-3.2552084e-08	-0.004756421	0.22008136	-0.1208214	112.49368	-61.379433	0	0	2.57326	0.0	0.8517545	0.009645175	5130000	18378.31785917282
171	19.081505	3.0999665	25.26128	11.900266	219.63333	86.86176	351.0	38.0	1000.0	1199370.0	0.23243604651162791	1.9557186	0.51327974	3.5135267	-0.32284233	21.393873	11.925915	77.18277	-2.23321	1.4241537e-08	-0.008386621	5.2897136e-08	0.009504654	0.23342626	-0.12870228	123.6814	-66.726746	0	0	2.3284838	0.0	0.8481132	0.009634805	5160000	18485.715747594833
172	19.328638	2.784203	25.846367	14.986149	232.9	89.10793	403.0	54.0	1000.0	1206357.0	0.2324387283236994	1.9577498	0.5515599	3.5616322	-0.9185638	22.162975	13.349012	75.547966	-5.1659784	1.0172526e-08	-0.00800095	3.2552084e-08	-0.00071534014	0.21868601	-0.12944818	125.9946	-64.33472	0	0	2.5109649	0.0	0.8405143	0.009809233	5190000	18593.30081152916
173	19.594002	2.335212	24.945127	15.112359	226.4	82.0945	354.0	37.0	1000.0	1213149.0	0.23240402298850574	2.0194778	0.549057	3.6233716	-0.38547966	24.52703	13.231677	80.4692	-5.2163424	-9.155274e-09	-0.0072200745	3.2552084e-08	0.0032428058	0.20880026	-0.11443733	115.73714	-65.31937	0	0	2.6994567	0.0	0.8396977	0.009797188	5220000	18701.07126235962
174	19.725481	2.3799205	23.588444	14.302101	233.93333	72.13549	365.0	92.0	1000.0	1220167.0	0.2324127619047619	2.0197942	0.50823563	3.8598807	-0.35471123	23.571217	12.518835	78.52018	-5.241783	-1.8310548e-08	-0.007526044	0.0	0.0015858236	0.19629648	-0.1073275	144.92285	-80.726	0	0	2.7273688	0.0	0.8312277	0.0099671725	5250000	18808.63330554962
175	19.869816	3.2967174	27.98648	13.281769	261.5	76.469925	512.0	164.0	1000.0	1228012.0	0.23257803030303031	2.0115697	0.5265895	3.8933208	-0.37781334	25.517796	13.972408	93.0593	-2.4771423	-1.2207031e-08	-0.007751062	3.6621095e-08	0.0071432577	0.20331547	-0.113966815	146.37529	-85.57661	0	0	2.6526282	0.0	0.83235574	0.009918528	5280000	18916.376395225525
176	18.776222	2.4129877	24.45705	13.228922	227.03334	93.015945	505.0	84.0	1000.0	1234823.0	0.23254670433145008	2.0166733	0.55040544	3.5915565	-0.58151966	25.193645	12.259761	83.17765	-2.494994	-2.6448568e-08	-0.007933405	2.4414062e-08	-0.011720882	0.20899306	-0.115849525	136.33907	-73.742256	0	0	2.5155666	0.0	0.8333817	0.009777255	5310000	19023.95604610443
177	18.043596	2.4289813	25.824205	14.171649	229.86667	78.39632	381.0	77.0	1000.0	1241719.0	0.23253164794007491	1.8807636	0.5484602	3.3221045	-0.534956	23.312584	13.209719	85.547844	-1.4904068	0.0	-0.007836676	4.4759116e-08	-0.017113488	0.17658427	-0.09016572	137.72691	-76.30492	0	0	2.6091053	0.0	0.8333334	0.009975382	5340000	19131.613884449005
178	18.977186	2.2241056	24.67157	13.80342	225.16667	80.62219	412.0	90.0	1000.0	1248474.0	0.23249050279329608	1.8974245	0.49929056	3.418616	-0.37834346	24.087585	12.361942	77.06325	-1.3453732	1.0172526e-08	-0.006780412	0.0	-0.002107019	0.17977151	-0.09384514	122.61473	-62.033554	0	0	2.924229	0.0	0.8386982	0.009777919	5370000	19239.105743169785
179	18.953432	2.304502	23.461744	13.110952	218.06667	75.575096	389.0	86.0	1000.0	1255016.0	0.23241037037037038	1.9376024	0.49861634	3.4476783	-0.24180175	22.800644	12.208668	78.941345	-5.033962	-1.2207031e-08	-0.008377649	-1.0986328e-07	0.0005754435	0.19003795	-0.10425211	109.41374	-55.084217	0	0	2.3809843	0.0	0.8413973	0.009888041	5400000	19346.684900522232
180	18.86731	2.8374538	25.241932	12.923772	230.0	63.27401	395.0	123.0	1000.0	1261916.0	0.23239705340699815	1.9189854	0.49896818	3.157662	-0.63784933	23.020967	12.281585	75.87421	-1.8617103	-9.155274e-09	-0.008295908	0.0	-0.012317903	0.17747402	-0.08772736	115.64846	-62.895493	0	0	2.484742	0.0	0.8389479	0.00989779	5430000	19454.08087515831
181	19.478123	2.6234183	25.006536	13.830821	232.43333	85.477356	466.0	85.0	1000.0	1268889.0	0.23239725274725276	1.9971459	0.52248996	3.2193668	-0.2656629	23.155405	12.741251	86.4413	-0.39367437	8.138021e-09	-0.007292342	8.138021e-08	-0.0010190186	0.20869528	-0.10500697	127.795906	-67.87407	0	0	2.7531936	0.0	0.84049135	0.009958364	5460000	19561.83740878105
182	19.063967	2.3448544	25.262411	15.354844	215.13333	59.36426	380.0	102.0	1000.0	1275343.0	0.23230291438979964	1.9872779	0.52935594	3.274237	-0.13490939	23.554808	12.2673235	89.01254	1.7066363	-1.6276042e-08	-0.008227617	3.2552084e-08	0.003688379	0.20296311	-0.09816255	119.593315	-59.949665	0	0	2.4825594	0.0	0.84458035	0.0099123	5490000	19669.118845701218
183	18.541668	3.1430252	25.468708	12.825739	239.9	83.70478	394.0	64.0	1000.0	1282540.0	0.23234420289855073	1.945409	0.5133888	3.6414363	-0.3137168	23.199963	12.474159	87.042206	-2.324544	-1.6276042e-08	-0.0066016847	-1.6276042e-08	-0.005994824	0.18712008	-0.10236591	123.128586	-68.145615	0	0	2.9795332	0.0	0.84599924	0.0098363655	5520000	19776.55477786064
184	19.811983	1.4005265	23.39044	15.830966	213.0	69.701744	418.0	71.0	1000.0	1288930.0	0.23223963963963964	1.9829581	0.50562495	3.356289	-0.39010194	23.002705	12.774086	83.335304	-0.6895891	-5.8492025e-09	-0.0071153576	4.0690104e-08	-0.0077135987	0.15737969	-0.07851582	111.71215	-64.89929	0	0	2.821546	0.0	0.8461265	0.009993365	5550000	19884.092714309692
185	19.455082	3.0233274	28.35537	12.656848	223.73334	86.21134	373.0	74.0	1000.0	1295642.0	0.23219390681003585	2.0074346	0.5206827	3.2866464	-0.30853695	22.778658	12.083475	82.951256	-1.6011901	-1.2207031e-08	-0.007866708	1.6276042e-08	-0.012044221	0.19524893	-0.09513442	123.16784	-67.927	0	0	2.6064909	0.0	0.84520745	0.009854156	5580000	19991.794342279434
186	18.939611	2.6452525	24.809387	10.504297	253.2	93.45709	493.0	102.0	1000.0	1303238.0	0.23230623885918003	2.0058682	0.54160696	3.5922463	-0.25554824	24.183472	12.905551	74.206566	0.10362935	5.086263e-09	-0.007542194	4.8828124e-08	-0.001668815	0.18125746	-0.08984538	127.83362	-67.85579	0	0	2.625563	0.0	0.8541802	0.009890485	5610000	20099.791580677032
187	18.389591	3.479489	25.42878	11.698682	270.26666	90.15355	438.0	92.0	1000.0	1311346.0	0.2325081560283688	1.9713345	0.5314357	3.4585657	-0.08980278	26.95215	13.449357	89.07239	0.79458624	-1.2207031e-08	-0.0070455833	6.510417e-08	0.005038281	0.23698665	-0.11260317	132.77225	-72.95303	0	0	2.8075798	0.0	0.85245883	0.009804696	5640000	20207.769443273544
188	18.340502	2.7434623	24.333138	9.013361	216.13333	97.1558	429.0	72.0	1000.0	1317830.0	0.2324215167548501	1.8976389	0.54708546	3.4333117	-0.6593723	25.246887	12.898287	85.94032	0.14254594	-4.0690105e-09	-0.0077838437	-9.765625e-08	0.0008057129	0.2376992	-0.13101977	136.31859	-73.510376	0	0	2.5685413	0.0	0.8516354	0.009999591	5670000	20315.302887916565
189	19.443935	2.7318497	24.819403	13.952876	241.9	86.52412	459.0	71.0	1000.0	1325087.0	0.23247140350877193	1.9482548	0.5118776	3.2322598	-1.0603832	24.872824	13.148626	79.40228	-5.0018106	6.1035155e-09	-0.007057846	-3.2552084e-08	-0.0006733399	0.18274952	-0.0889962	133.0464	-69.11489	0	0	2.8391972	0.0	0.8554939	0.009829943	5700000	20422.75845527649
190	18.585108	2.7057781	22.803202	11.708936	250.56667	68.36066	409.0	141.0	1000.0	1332604.0	0.23256614310645723	1.9486684	0.544045	3.3627582	-0.5852514	25.616608	12.82963	81.625656	0.9192188	-2.2379558e-08	-0.0075529655	0.0	-0.00074474287	0.19481198	-0.099901095	123.937584	-69.51383	0	0	2.639147	0.0	0.85114634	0.0098079	5730000	20530.313843488693
191	19.037373	2.6346743	26.108557	13.937602	219.6	68.34452	353.0	26.0	1000.0	1339192.0	0.23249861111111111	1.9582744	0.52075404	3.4844172	-0.08573839	23.428625	12.791096	84.44966	-2.9682941	6.1035155e-09	-0.0073725367	8.138021e-08	-0.007607365	0.20568258	-0.105107926	130.91446	-70.98122	0	0	2.6711419	0.0	0.84647924	0.009942566	5760000	20637.364478111267
192	19.123974	2.5274663	23.399961	13.926488	227.2	50.429752	316.0	128.0	1000.0	1346008.0	0.23247115716753022	1.9912237	0.5064708	3.4296882	0.03229578	23.547466	12.904359	81.666916	-0.8843347	7.629395e-09	-0.0070355786	4.8828124e-08	-0.00088946125	0.21073395	-0.10920253	122.27309	-67.90522	0	0	2.8656707	0.0	0.8490013	0.009956638	5790000	20744.622181415558
193	17.756647	2.5197864	22.052557	12.323949	239.0	78.18696	370.0	80.0	1000.0	1353178.0	0.23250481099656356	1.9294194	0.5477431	3.359122	-0.36884448	24.359865	12.373901	76.516205	-3.2131004	2.0345052e-09	-0.0071466155	-8.5449216e-08	-0.0077495826	0.18938938	-0.089539245	127.618065	-65.14271	0	0	2.7522342	0.0	0.8583183	0.009751613	5820000	20851.716606616974
194	19.881262	2.4922843	24.292358	15.135162	222.16667	67.53966	393.0	111.0	1000.0	1359843.0	0.23245179487179488	1.9159068	0.4755775	3.4312637	-0.26234096	24.155117	12.582763	77.15967	-0.5622469	-1.3224284e-08	-0.007900817	4.8828124e-08	-0.011681364	0.21915498	-0.10308758	130.48563	-68.06871	0	0	2.4504251	0.0	0.8674198	0.0097324485	5850000	20958.761440753937
195	18.456293	2.6505208	23.83372	11.917715	227.96666	80.44438	363.0	47.0	1000.0	1366682.0	0.23242891156462586	2.0010486	0.5753384	3.5465593	-0.3911218	23.919168	11.776123	84.638794	-0.111950964	1.2207031e-08	-0.0077004954	-3.2552084e-08	-1.484375e-05	0.18671264	-0.07697213	129.92744	-71.70618	0	0	2.6724508	0.0	0.8598662	0.009963254	5880000	21065.90346980095
196	19.713879	2.5813758	24.194096	13.670105	215.56667	68.974724	378.0	48.0	1000.0	1373149.0	0.23234331641285955	1.9918487	0.5092521	3.5373669	-0.20710114	22.576748	12.454404	80.80412	-5.515062	-5.5948894e-09	-0.007829911	-3.2552084e-08	-0.01669598	0.19235046	-0.07107715	119.29525	-63.307987	0	0	2.6400237	0.0	0.863091	0.009797414	5910000	21172.928719997406
197	18.945063	2.786261	25.038301	12.510148	223.0	60.432884	324.0	90.0	1000.0	1379839.0	0.23229612794612794	2.0178757	0.50592977	3.3517694	-0.13424696	22.898209	12.127411	72.67849	-3.881663	-8.138021e-09	-0.007684291	2.4414062e-08	-0.0040785074	0.16486143	-0.06365866	113.553024	-60.320972	0	0	2.5896578	0.0	0.871383	0.009944718	5940000	21279.900053739548
